iter	Passed	Remaining
193	195	1823
194	196	1821
195	197	1818
196	198	1817
197	199	1815
198	200	1814
199	201	1812
200	202	1810
201	203	1808
202	204	1806
203	204	1804
204	205	1802
205	206	1799
206	207	1797
207	208	1794
208	209	1792
209	210	1790
210	210	1787
211	211	1785
212	212	1783
213	213	1781
214	214	1780
215	215	1777
216	216	1775
217	216	1773
218	217	1770
219	218	1767
220	219	1765
221	220	1762
222	221	1761
223	222	1765
224	223	1762
225	224	1760
226	225	1758
227	226	1756
228	226	1754
229	227	1753
230	228	1753
231	229	1750
232	230	1748
233	231	1747
234	232	1745
235	233	1743
236	233	1740
237	234	1737
238	235	1737
239	236	1734
240	237	1734
241	238	1732
242	240	1735
243	240	1733
244	241	1731
245	242	1728
246	243	1726
247	244	1725
248	245	1723
249	245	1721
250	246	1719
251	247	1717
252	248	1715
253	249	1713
254	250	1711
255	250	1709
256	251	1708
257	252	1706
258	253	1704
259	254	1703
260	255	1702
261	256	1700
262	257	1698
263	258	1696
264	258	1694
265	259	1693
266	260	1692
267	261	1690
268	262	1688
269	263	1690
270	264	1687
271	265	1685
272	266	1683
273	267	1682
274	268	1681
275	268	1678
276	269	1677
277	270	1675
278	271	1673
279	272	1671
280	273	1673
281	274	1671
282	275	1669
283	276	1667
284	277	1670
285	278	1669
286	279	1668
287	280	1666
288	281	1665
289	282	1662
290	282	1661
291	283	1660
292	284	1658
293	285	1655
294	286	1653
295	286	1652
296	287	1650
297	288	1648
298	289	1646
299	290	1644
300	291	1642
301	291	1641
302	292	1639
303	293	1638
304	294	1636
305	295	1633
306	296	1632
307	296	1630
308	297	1629
309	298	1627
310	299	1625
311	300	1625
312	301	1623
313	302	1621
314	302	1619
315	303	1617
316	304	1616
317	305	1614
318	306	1612
319	306	1610
320	307	1609
321	308	1608
322	309	1606
323	310	1605
324	311	1603
325	311	1601
326	312	1600
327	313	1598
328	314	1596
329	315	1595
330	316	1594
331	316	1592
332	317	1591
333	318	1589
334	319	1588
335	320	1587
336	321	1587
337	322	1587
338	323	1586
339	324	1586
340	325	1585
341	326	1584
342	327	1582
343	328	1581
344	329	1579
345	330	1578
346	330	1576
347	331	1575
348	333	1575
349	334	1574
350	334	1573
351	335	1572
352	336	1570
353	337	1569
354	338	1567
355	339	1566
356	340	1565
357	340	1563
358	341	1562
359	342	1561
360	344	1562
361	345	1562
362	347	1568
363	349	1568
364	349	1567
365	350	1565
366	351	1564
367	352	1562
368	353	1561
369	354	1559
370	354	1558
371	355	1556
372	356	1556
373	357	1555
374	358	1553
375	359	1552
376	360	1551
377	361	1549
378	361	1547
379	362	1546
380	363	1544
381	364	1545
382	365	1544
383	366	1543
384	367	1543
385	368	1542
386	370	1542
387	370	1541
388	371	1539
389	373	1539
390	373	1538
391	374	1537
392	375	1536
393	376	1534
394	377	1535
395	378	1533
396	379	1532
397	380	1532
398	381	1531
399	382	1531
400	383	1530
401	384	1529
402	385	1527
403	386	1525
404	387	1524
405	388	1527
406	389	1526
407	391	1526
408	392	1526
409	393	1525
410	395	1527
411	396	1526
412	397	1526
413	398	1525
414	398	1523
415	400	1523
416	400	1521
417	401	1520
418	402	1518
419	403	1516
420	403	1515
421	404	1514
422	405	1512
423	406	1511
424	407	1510
425	408	1509
426	409	1507
427	410	1505
428	410	1504
429	411	1502
430	412	1501
431	413	1501
432	414	1500
433	416	1501
434	417	1500
435	418	1502
436	420	1502
437	421	1501
438	423	1504
439	424	1503
440	425	1503
441	426	1501
442	426	1500
443	427	1499
444	428	1498
445	430	1498
446	431	1497
447	431	1496
448	433	1496
449	434	1496
450	435	1495
451	436	1494
452	437	1493
453	438	1493
454	439	1492
455	441	1493
456	442	1493
457	443	1492
458	444	1491
459	445	1490
460	446	1489
461	447	1488
462	448	1487
463	449	1488
464	451	1489
465	452	1490
466	454	1490
467	455	1489
468	455	1488
469	456	1487
470	457	1485
471	458	1484
472	459	1482
473	460	1482
474	462	1483
475	462	1482
476	463	1481
477	464	1479
478	465	1478
479	466	1477
480	467	1476
481	468	1475
482	469	1475
483	470	1474
484	471	1473
485	472	1472
486	473	1471
487	474	1470
488	475	1469
489	476	1468
490	478	1469
491	479	1468
492	479	1466
493	480	1465
494	481	1464
495	482	1462
496	483	1461
497	484	1460
498	485	1459
499	486	1458
500	487	1457
501	487	1456
502	488	1454
503	489	1453
504	490	1452
505	491	1451
506	492	1449
507	493	1450
508	494	1449
509	495	1448
510	496	1446
511	497	1445
512	498	1444
513	499	1442
514	500	1441
515	500	1440
516	501	1439
517	502	1437
518	503	1437
519	505	1437
520	505	1436
521	506	1434
522	507	1433
523	508	1432
524	509	1430
525	510	1429
526	510	1428
527	511	1426
528	512	1425
529	513	1424
530	514	1422
531	515	1421
532	516	1420
533	517	1420
534	518	1418
535	519	1417
536	519	1416
537	520	1415
538	521	1413
539	522	1412
540	523	1411
541	524	1410
542	525	1408
543	526	1409
544	527	1408
545	528	1407
546	529	1405
547	530	1405
548	531	1404
549	532	1403
550	533	1402
551	534	1401
552	535	1400
553	536	1399
554	537	1398
555	538	1397
556	539	1396
557	539	1395
558	540	1393
559	542	1394
560	543	1393
561	544	1393
562	545	1392
563	546	1391
564	547	1390
565	548	1390
566	550	1390
567	551	1389
568	552	1388
569	552	1387
570	554	1388
571	555	1387
572	556	1385
573	557	1384
574	558	1383
575	558	1381
576	559	1380
577	560	1378
578	561	1377
579	562	1376
580	563	1375
581	564	1374
582	565	1373
583	566	1372
584	567	1371
585	568	1370
586	568	1369
587	569	1368
588	570	1367
589	571	1365
590	572	1364
591	573	1363
592	574	1362
593	575	1361
594	576	1360
595	577	1359
596	578	1358
597	579	1357
598	580	1356
599	581	1355
600	582	1354
601	583	1354
602	584	1353
603	585	1352
604	586	1351
605	587	1350
606	588	1349
607	588	1348
608	589	1347
609	590	1345
610	591	1344
611	592	1343
612	592	1341
613	593	1340
614	594	1339
615	595	1338
616	596	1336
617	597	1335
618	597	1334
619	598	1332
620	599	1331
621	600	1330
622	602	1330
623	602	1329
624	603	1328
625	604	1327
626	605	1326
627	606	1325
628	607	1323
629	608	1322
630	609	1321
631	609	1320
632	610	1318
633	611	1317
634	612	1316
635	613	1315
636	614	1314
637	615	1312
638	615	1311
639	616	1310
640	617	1309
641	618	1308
642	619	1307
643	620	1306
644	621	1305
645	622	1304
646	623	1303
647	624	1302
648	625	1301
649	626	1301
650	627	1300
651	628	1298
652	629	1297
653	630	1297
654	631	1296
655	632	1295
656	633	1295
657	634	1294
658	635	1293
659	636	1291
660	637	1290
661	638	1289
662	638	1288
663	639	1287
664	640	1286
665	641	1284
666	642	1283
667	643	1283
668	644	1282
669	645	1280
670	646	1279
671	646	1278
672	647	1277
673	648	1276
674	649	1275
675	650	1273
676	651	1272
677	652	1271
678	652	1270
679	653	1269
680	654	1267
681	655	1266
682	656	1265
683	657	1264
684	658	1263
685	658	1262
686	659	1260
687	660	1259
688	661	1258
689	662	1257
690	663	1256
691	664	1255
692	665	1254
693	666	1253
694	666	1252
695	667	1251
696	668	1250
697	669	1249
698	670	1248
699	671	1246
700	672	1245
701	673	1244
702	673	1243
703	674	1242
704	675	1241
705	676	1239
706	677	1238
707	678	1237
708	679	1236
709	679	1235
710	680	1234
711	681	1232
712	682	1231
713	683	1230
714	683	1229
715	684	1228
716	685	1226
717	686	1225
718	687	1224
719	688	1223
720	689	1222
721	690	1222
722	691	1221
723	692	1220
724	693	1219
725	694	1218
726	695	1218
727	696	1217
728	697	1216
729	698	1215
730	699	1214
731	700	1213
732	701	1213
733	702	1212
734	703	1211
735	704	1210
736	705	1209
737	707	1209
738	708	1208
739	709	1207
740	709	1206
741	711	1205
742	712	1204
743	713	1203
744	714	1204
745	715	1203
746	716	1202
747	717	1201
748	719	1201
749	720	1200
750	721	1199
751	721	1198
752	723	1197
753	724	1196
754	725	1195
755	726	1195
756	727	1193
757	728	1192
758	728	1191
759	730	1191
760	731	1190
761	732	1189
762	733	1188
763	734	1188
764	735	1187
765	736	1186
766	737	1185
767	738	1184
768	739	1183
769	740	1182
770	741	1181
771	742	1181
772	743	1180
773	744	1179
774	745	1178
775	746	1177
776	747	1176
777	748	1175
778	749	1174
779	750	1173
780	750	1172
781	751	1171
782	753	1170
783	753	1169
784	754	1168
785	755	1167
786	756	1166
787	757	1165
788	758	1164
789	759	1163
790	761	1163
791	761	1162
792	762	1161
793	763	1159
794	764	1158
795	765	1158
796	766	1157
797	767	1156
798	768	1155
799	769	1154
800	770	1153
801	771	1152
802	772	1151
803	774	1151
804	775	1150
805	775	1149
806	777	1148
807	778	1147
808	779	1147
809	780	1146
810	781	1145
811	782	1144
812	783	1143
813	784	1143
814	785	1142
815	786	1141
816	787	1140
817	788	1139
818	790	1139
819	790	1138
820	791	1137
821	793	1136
822	793	1135
823	794	1134
824	795	1133
825	796	1132
826	797	1130
827	798	1129
828	799	1128
829	800	1127
830	802	1128
831	803	1127
832	803	1126
833	805	1125
834	806	1124
835	806	1123
836	807	1122
837	808	1121
838	809	1120
839	810	1119
840	811	1118
841	812	1117
842	813	1116
843	814	1115
844	815	1114
845	816	1113
846	817	1112
847	818	1112
848	819	1111
849	820	1110
850	821	1109
851	822	1108
852	823	1107
853	824	1106
854	825	1105
855	826	1104
856	827	1103
857	828	1102
858	829	1101
859	830	1100
860	831	1099
861	832	1098
862	833	1097
863	834	1097
864	835	1096
865	836	1094
866	837	1093
867	838	1093
868	839	1092
869	840	1091
870	841	1091
871	842	1090
872	843	1088
873	844	1087
874	846	1087
875	847	1086
876	847	1085
877	849	1085
878	850	1084
879	851	1084
880	852	1083
881	853	1082
882	854	1081
883	855	1079
884	856	1078
885	857	1078
886	858	1077
887	859	1076
888	860	1075
889	861	1074
890	862	1073
891	863	1072
892	864	1071
893	865	1071
894	866	1070
895	867	1069
896	868	1068
897	869	1067
898	870	1066
899	871	1065
900	872	1064
901	874	1064
902	875	1063
903	876	1062
904	877	1061
905	878	1060
906	879	1059
907	880	1059
908	881	1058
909	882	1057
910	883	1056
911	884	1055
912	885	1054
913	886	1053
914	887	1052
915	888	1051
916	889	1050
917	890	1049
918	891	1048
919	892	1047
920	893	1046
921	894	1045
922	895	1044
923	896	1043
924	898	1043
925	899	1042
926	900	1041
927	901	1040
928	902	1039
929	903	1039
930	904	1038
931	906	1038
932	907	1037
933	908	1036
934	909	1035
935	910	1034
936	910	1033
937	911	1032
938	912	1031
939	913	1030
940	914	1029
941	915	1028
942	916	1027
943	917	1026
944	918	1025
945	919	1024
946	920	1023
947	921	1022
948	922	1021
949	923	1020
950	924	1019
951	925	1018
952	926	1017
953	927	1016
954	928	1015
955	929	1015
956	930	1014
957	931	1013
958	932	1012
959	933	1011
960	934	1010
961	935	1009
962	936	1008
963	937	1007
964	938	1006
965	940	1006
966	941	1005
967	942	1004
968	943	1003
969	944	1002
970	946	1002
971	947	1001
972	948	1000
973	949	999
974	949	998
975	950	997
976	951	996
977	952	995
978	953	994
979	954	993
980	955	992
981	956	991
982	957	990
983	958	989
984	959	988
985	960	987
986	961	987
987	963	986
988	964	985
989	965	985
990	966	984
991	967	983
992	968	982
993	969	981
994	970	980
995	971	979
996	972	978
997	973	977
998	974	976
999	975	975
1000	976	974
1001	977	974
1002	978	972
1003	979	971
1004	980	970
1005	981	969
1006	983	969
1007	983	968
1008	985	967
1009	985	966
1010	986	965
1011	987	964
1012	988	963
1013	989	962
1014	990	961
1015	991	959
1016	992	958
1017	992	957
1018	993	956
1019	994	955
1020	995	954
1021	996	953
1022	997	952
1023	998	951
1024	999	950
1025	999	949
1026	1000	948
1027	1001	947
1028	1002	946
1029	1003	945
1030	1004	943
1031	1005	942
1032	1006	941
1033	1006	940
1034	1007	939
1035	1008	938
1036	1009	937
1037	1010	936
1038	1011	935
1039	1011	934
1040	1012	933
1041	1013	931
1042	1014	930
1043	1015	929
1044	1016	928
1045	1017	927
1046	1018	926
1047	1018	925
1048	1019	924
1049	1020	923
1050	1021	922
1051	1022	921
1052	1023	920
1053	1024	919
1054	1025	918
1055	1026	917
1056	1027	916
1057	1028	915
1058	1029	914
1059	1030	913
1060	1031	912
1061	1032	911
1062	1033	910
1063	1033	909
1064	1034	908
1065	1035	907
1066	1036	906
1067	1038	905
1068	1038	904
1069	1039	903
1070	1040	902
1071	1041	901
1072	1042	900
1073	1043	899
1074	1044	898
1075	1045	897
1076	1046	896
1077	1047	895
1078	1048	894
1079	1049	893
1080	1050	892
1081	1050	891
1082	1051	890
1083	1052	889
1084	1053	888
1085	1054	887
1086	1055	886
1087	1056	885
1088	1056	884
1089	1057	883
1090	1058	882
1091	1059	881
1092	1060	880
1093	1061	879
1094	1062	877
1095	1063	876
1096	1064	875
1097	1065	874
1098	1065	873
1099	1066	872
1100	1067	871
1101	1068	870
1102	1069	869
1103	1070	868
1104	1071	867
1105	1071	866
1106	1072	865
1107	1073	864
1108	1074	863
1109	1075	862
1110	1076	861
1111	1077	860
1112	1078	859
1113	1078	858
1114	1079	857
1115	1080	856
1116	1081	854
1117	1082	853
1118	1083	852
1119	1084	851
1120	1085	850
1121	1086	849
1122	1087	849
1123	1088	848
1124	1089	847
1125	1090	846
1126	1091	845
1127	1091	844
1128	1092	842
1129	1093	842
1130	1094	841
1131	1095	839
1132	1096	838
1133	1097	837
1134	1097	836
1135	1098	835
1136	1099	834
1137	1100	833
1138	1101	832
1139	1102	831
1140	1103	830
1141	1104	829
1142	1104	828
1143	1105	827
1144	1106	826
1145	1107	825
1146	1108	824
1147	1109	823
1148	1110	822
1149	1111	821
1150	1111	820
1151	1112	819
1152	1113	818
1153	1114	816
1154	1115	815
1155	1116	814
1156	1116	813
1157	1117	812
1158	1118	811
1159	1119	810
1160	1120	809
1161	1121	808
1162	1122	807
1163	1122	806
1164	1123	805
1165	1124	804
1166	1125	803
1167	1126	802
1168	1127	801
1169	1128	800
1170	1129	799
1171	1130	798
1172	1131	797
1173	1132	796
1174	1133	795
1175	1134	794
1176	1134	793
1177	1135	792
1178	1137	791
1179	1137	790
1180	1138	789
1181	1139	788
1182	1140	787
1183	1141	786
1184	1142	785
1185	1143	784
1186	1143	783
1187	1144	782
1188	1145	781
1189	1146	780
1190	1147	779
1191	1148	778
1192	1148	777
1193	1149	776
1194	1150	775
1195	1151	774
1196	1152	773
1197	1153	772
1198	1154	771
1199	1155	770
1200	1155	769
1201	1156	767
1202	1157	766
1203	1158	765
1204	1159	764
1205	1160	763
1206	1161	762
1207	1161	761
1208	1162	760
1209	1163	759
1210	1164	758
1211	1165	757
1212	1166	756
1213	1167	755
1214	1167	754
1215	1168	753
1216	1169	752
1217	1170	751
1218	1171	750
1219	1172	749
1220	1173	748
1221	1173	747
1222	1174	746
1223	1175	745
1224	1176	744
1225	1177	743
1226	1177	742
1227	1178	741
1228	1179	739
1229	1180	738
1230	1181	737
1231	1182	736
1232	1183	735
1233	1183	734
1234	1184	733
1235	1186	733
1236	1187	732
1237	1187	731
1238	1188	730
1239	1189	729
1240	1190	728
1241	1191	727
1242	1192	726
1243	1193	725
1244	1194	724
1245	1194	723
1246	1196	722
1247	1197	721
1248	1198	720
1249	1199	719
1250	1200	718
1251	1201	717
1252	1202	716
1253	1203	715
1254	1204	714
1255	1205	713
1256	1206	713
1257	1207	712
1258	1208	711
1259	1208	710
1260	1209	708
1261	1210	707
1262	1211	706
1263	1212	705
1264	1213	704
1265	1213	703
1266	1214	702
1267	1215	701
1268	1216	700
1269	1217	699
1270	1218	698
1271	1219	697
1272	1220	696
1273	1221	695
1274	1222	694
1275	1223	693
1276	1224	693
1277	1225	692
1278	1225	691
1279	1226	690
1280	1227	689
1281	1228	688
1282	1230	687
1283	1231	686
1284	1231	685
1285	1232	684
1286	1233	683
1287	1234	682
1288	1235	681
1289	1236	680
1290	1236	679
1291	1237	678
1292	1238	677
1293	1239	676
1294	1240	675
1295	1241	674
1296	1242	673
1297	1242	672
1298	1243	671
1299	1244	670
1300	1245	669
1301	1246	668
1302	1247	667
1303	1248	666
1304	1249	665
1305	1250	664
1306	1251	663
1307	1251	662
1308	1252	661
1309	1253	660
1310	1254	659
1311	1255	658
1312	1256	657
1313	1257	656
1314	1257	655
1315	1258	654
1316	1259	653
1317	1261	652
1318	1262	651
1319	1262	650
1320	1264	649
1321	1264	648
1322	1265	647
1323	1266	646
1324	1267	645
1325	1268	644
1326	1269	643
1327	1269	642
1328	1270	641
1329	1271	640
1330	1272	639
1331	1274	638
1332	1274	637
1333	1275	636
1334	1276	635
1335	1277	634
1336	1278	633
1337	1279	632
1338	1280	631
1339	1280	630
1340	1281	629
1341	1282	628
1342	1283	627
1343	1284	626
1344	1285	625
1345	1286	624
1346	1286	623
1347	1287	622
1348	1288	621
1349	1289	620
1350	1290	619
1351	1291	618
1352	1292	617
1353	1293	616
1354	1294	616
1355	1295	615
1356	1295	614
1357	1296	613
1358	1297	612
1359	1298	611
1360	1299	609
1361	1299	608
1362	1301	608
1363	1302	607
1364	1303	606
1365	1304	605
1366	1304	604
1367	1305	603
1368	1306	602
1369	1307	601
1370	1308	600
1371	1309	599
1372	1309	598
1373	1310	597
1374	1311	596
1375	1312	595
1376	1313	594
1377	1314	593
1378	1315	592
1379	1316	591
1380	1317	590
1381	1317	589
1382	1318	588
1383	1319	587
1384	1320	586
1385	1321	585
1386	1322	584
1387	1323	583
1388	1324	582
1389	1325	581
1390	1326	580
1391	1326	579
1392	1327	578
1393	1329	577
1394	1330	576
1395	1330	575
1396	1331	574
1397	1332	573
1398	1333	572
1399	1334	571
1400	1335	570
1401	1336	569
1402	1337	568
1403	1337	567
1404	1338	566
1405	1339	565
1406	1340	564
1407	1341	563
1408	1342	562
1409	1342	561
1410	1343	560
1411	1344	559
1412	1345	558
1413	1346	558
1414	1347	557
1415	1348	556
1416	1349	555
1417	1350	554
1418	1351	553
1419	1351	552
1420	1352	551
1421	1353	550
1422	1354	549
1423	1355	548
1424	1356	547
1425	1357	546
1426	1358	545
1427	1359	544
1428	1360	543
1429	1361	542
1430	1362	541
1431	1363	540
1432	1363	539
1433	1364	538
1434	1366	537
1435	1367	537
1436	1368	536
1437	1369	535
1438	1370	534
1439	1371	533
1440	1371	532
1441	1373	531
1442	1374	530
1443	1375	529
1444	1376	528
1445	1376	527
1446	1377	526
1447	1378	525
1448	1379	524
1449	1380	523
1450	1381	522
1451	1381	521
1452	1382	520
1453	1383	519
1454	1384	518
1455	1385	517
1456	1386	516
1457	1387	515
1458	1388	514
1459	1388	513
1460	1389	512
1461	1390	511
1462	1391	510
1463	1392	509
1464	1393	508
1465	1394	507
1466	1394	506
1467	1395	505
1468	1396	504
1469	1397	503
1470	1398	502
1471	1398	501
1472	1400	501
1473	1401	500
1474	1402	499
1475	1402	498
1476	1404	497
1477	1404	496
1478	1405	495
1479	1406	494
1480	1407	493
1481	1408	492
1482	1409	491
1483	1409	490
1484	1410	489
1485	1411	488
1486	1412	487
1487	1413	486
1488	1414	485
1489	1415	484
1490	1415	483
1491	1416	482
1492	1417	481
1493	1418	480
1494	1419	479
1495	1420	478
1496	1421	477
1497	1421	476
1498	1422	475
1499	1423	474
1500	1424	473
1501	1425	472
1502	1426	471
1503	1427	470
1504	1428	469
1505	1428	468
1506	1429	467
1507	1430	466
1508	1431	465
1509	1432	464
1510	1433	463
1511	1434	462
1512	1434	461
1513	1435	460
1514	1436	459
1515	1437	458
1516	1438	457
1517	1439	456
1518	1440	455
1519	1440	455
1520	1441	454
1521	1442	453
1522	1443	452
1523	1444	451
1524	1445	450
1525	1446	449
1526	1447	448
1527	1448	447
1528	1449	446
1529	1450	445
1530	1451	444
1531	1452	443
1532	1452	442
1533	1453	441
1534	1454	440
1535	1455	439
1536	1456	438
1537	1457	437
1538	1458	436
1539	1458	435
1540	1459	434
1541	1460	433
1542	1461	432
1543	1462	431
1544	1463	430
1545	1464	429
1546	1464	428
1547	1465	428
1548	1466	427
1549	1467	426
1550	1468	425
1551	1469	424
1552	1470	423
1553	1471	422
1554	1471	421
1555	1473	420
1556	1474	419
1557	1474	418
1558	1475	417
1559	1476	416
1560	1477	415
1561	1478	414
1562	1479	413
1563	1480	412
1564	1481	411
1565	1481	410
1566	1482	409
1567	1483	408
1568	1485	407
1569	1486	407
1570	1486	406
1571	1487	405
1572	1488	404
1573	1489	403
1574	1490	402
1575	1491	401
1576	1491	400
1577	1492	399
1578	1493	398
1579	1494	397
1580	1495	396
1581	1496	395
1582	1497	394
1583	1498	393
1584	1499	392
1585	1500	391
1586	1500	390
1587	1501	389
1588	1502	388
1589	1503	387
1590	1504	386
1591	1505	385
1592	1506	384
1593	1506	383
1594	1507	382
1595	1508	381
1596	1509	380
1597	1510	379
1598	1511	379
1599	1512	378
1600	1513	377
1601	1514	376
1602	1515	375
1603	1515	374
1604	1516	373
1605	1517	372
1606	1518	371
1607	1519	370
1608	1520	369
1609	1520	368
1610	1521	367
1611	1522	366
1612	1523	365
1613	1524	364
1614	1525	363
1615	1526	362
1616	1527	361
1617	1527	360
1618	1528	359
1619	1529	358
1620	1530	357
1621	1531	356
1622	1532	355
1623	1533	354
1624	1533	353
1625	1534	352
1626	1535	352
1627	1536	351
1628	1537	350
1629	1538	349
1630	1538	348
1631	1539	347
1632	1540	346
1633	1541	345
1634	1542	344
1635	1543	343
1636	1543	342
1637	1544	341
1638	1546	340
1639	1546	339
1640	1547	338
1641	1548	337
1642	1549	336
1643	1550	335
1644	1551	334
1645	1552	333
1646	1553	333
1647	1554	332
1648	1555	331
1649	1556	330
1650	1557	329
1651	1558	328
1652	1559	327
1653	1559	326
1654	1560	325
1655	1561	324
1656	1562	323
1657	1563	322
1658	1564	321
1659	1565	320
1660	1565	319
1661	1566	318
1662	1567	317
1663	1568	316
1664	1569	315
1665	1570	314
1666	1571	313
1667	1571	312
1668	1572	311
1669	1573	310
1670	1574	309
1671	1575	309
1672	1576	308
1673	1577	307
1674	1577	306
1675	1578	305
1676	1579	304
1677	1580	303
1678	1581	302
1679	1582	301
1680	1582	300
1681	1583	299
1682	1584	298
1683	1585	297
1684	1586	296
1685	1587	295
1686	1587	294
1687	1588	293
1688	1589	292
1689	1590	291
1690	1591	290
1691	1591	289
1692	1592	288
1693	1593	287
1694	1594	286
1695	1595	285
1696	1596	284
1697	1597	284
1698	1597	283
1699	1598	282
1700	1599	281
1701	1600	280
1702	1601	279
1703	1602	278
1704	1602	277
1705	1603	276
1706	1604	275
1707	1605	274
1708	1606	273
1709	1607	272
1710	1607	271
1711	1608	270
1712	1609	269
1713	1610	268
1714	1611	267
1715	1612	266
1716	1613	265
1717	1614	265
1718	1615	264
1719	1616	263
1720	1616	262
1721	1618	261
1722	1619	260
1723	1620	259
1724	1620	258
1725	1621	257
1726	1622	256
1727	1623	255
1728	1624	254
1729	1625	253
1730	1626	252
1731	1626	251
1732	1627	250
1733	1628	249
1734	1629	248
1735	1630	247
1736	1631	246
1737	1631	246
1738	1632	245
1739	1633	244
1740	1634	243
1741	1635	242
1742	1636	241
1743	1637	240
1744	1638	239
1745	1638	238
1746	1639	237
1747	1640	236
1748	1641	235
1749	1642	234
1750	1643	233
1751	1644	232
1752	1645	231
1753	1646	230
1754	1647	229
1755	1647	228
1756	1648	228
1757	1649	227
1758	1650	226
1759	1651	225
1760	1652	224
1761	1653	223
1762	1654	222
1763	1654	221
1764	1655	220
1765	1656	219
1766	1657	218
1767	1660	217
1768	1660	216
1769	1661	215
1770	1662	214
1771	1663	214
1772	1664	213
1773	1664	212
1774	1665	211
1775	1666	210
1776	1667	209
1777	1668	208
1778	1669	207
1779	1670	206
1780	1671	205
1781	1672	204
1782	1672	203
1783	1673	202
1784	1674	201
1785	1675	200
1786	1676	199
1787	1677	198
1788	1677	197
1789	1679	197
1790	1680	196
1791	1681	195
1792	1681	194
1793	1682	193
1794	1683	192
1795	1684	191
1796	1685	190
1797	1686	189
1798	1687	188
1799	1687	187
1800	1689	186
1801	1690	185
1802	1691	184
1803	1691	183
1804	1692	182
1805	1693	181
1806	1694	181
1807	1695	180
1808	1696	179
1809	1697	178
1810	1698	177
1811	1699	176
1812	1699	175
1813	1700	174
1814	1701	173
1815	1702	172
1816	1703	171
1817	1704	170
1818	1705	169
1819	1705	168
1820	1706	167
1821	1707	166
1822	1708	165
1823	1709	164
1824	1710	164
1825	1711	163
1826	1712	162
1827	1712	161
1828	1713	160
1829	1714	159
1830	1715	158
1831	1716	157
1832	1717	156
1833	1718	155
1834	1719	154
1835	1719	153
1836	1721	152
1837	1722	151
1838	1723	150
1839	1723	149
1840	1724	148
1841	1725	148
1842	1726	147
1843	1727	146
1844	1728	145
1845	1729	144
1846	1729	143
1847	1730	142
1848	1731	141
1849	1732	140
1850	1733	139
1851	1734	138
1852	1735	137
1853	1736	136
1854	1736	135
1855	1737	134
1856	1738	133
1857	1739	132
1858	1740	132
1859	1741	131
1860	1742	130
1861	1742	129
1862	1743	128
1863	1744	127
1864	1745	126
1865	1746	125
1866	1747	124
1867	1748	123
1868	1749	122
1869	1749	121
1870	1750	120
1871	1752	119
1872	1753	118
1873	1753	117
1874	1754	116
1875	1755	116
1876	1756	115
1877	1757	114
