iter	RMSE
418	5.982543044
419	5.975739451
420	5.971486558
421	5.966118102
422	5.959313524
423	5.953022975
424	5.947670741
425	5.942601605
426	5.934539488
427	5.925788877
428	5.921621532
429	5.915979274
430	5.908011547
431	5.900566636
432	5.893036766
433	5.890032687
434	5.883899149
435	5.877486382
436	5.869872952
437	5.864501572
438	5.857460352
439	5.850801073
440	5.843122353
441	5.835182229
442	5.828198065
443	5.82019167
444	5.815273553
445	5.811365323
446	5.804798932
447	5.799996488
448	5.793895521
449	5.786820061
450	5.782665504
451	5.775244763
452	5.769970631
453	5.765201907
454	5.761148808
455	5.758244994
456	5.752579282
457	5.745860819
458	5.743200877
459	5.735612625
460	5.729312001
461	5.72647828
462	5.721310839
463	5.718918148
464	5.711687106
465	5.707209752
466	5.704423991
467	5.699036816
468	5.694695018
469	5.688977672
470	5.681892131
471	5.681252437
472	5.675435167
473	5.674934363
474	5.670303551
475	5.666630511
476	5.661139478
477	5.654585928
478	5.64749053
479	5.644645395
480	5.640667027
481	5.632627206
482	5.627444326
483	5.624457842
484	5.621096514
485	5.619790959
486	5.61641034
487	5.611323123
488	5.606869898
489	5.600876862
490	5.596216789
491	5.5940558
492	5.588573085
493	5.581240961
494	5.57538077
495	5.574982718
496	5.571967698
497	5.562533129
498	5.559587702
499	5.554898295
500	5.554318087
501	5.550686644
502	5.550223752
503	5.544220746
504	5.539119114
505	5.535136312
506	5.530080261
507	5.52863489
508	5.520419879
509	5.515711183
510	5.511191487
511	5.507055118
512	5.505749798
513	5.505240442
514	5.49742673
515	5.492606145
516	5.487187535
517	5.480928273
518	5.480387317
519	5.478817748
520	5.475230572
521	5.470567081
522	5.466576077
523	5.461330028
524	5.457154994
525	5.452210628
526	5.447778958
527	5.447449601
528	5.442536363
529	5.438528614
530	5.435754738
531	5.430880638
532	5.42722162
533	5.42147985
534	5.414927336
535	5.410402431
536	5.408358009
537	5.398700361
538	5.392384252
539	5.387658627
540	5.382477434
541	5.376548735
542	5.369915753
543	5.365580623
544	5.363292275
545	5.355438122
546	5.351155407
547	5.348112004
548	5.345647624
549	5.338799062
550	5.334972829
551	5.329029337
552	5.323640065
553	5.32332358
554	5.323049073
555	5.317911744
556	5.311295997
557	5.305380772
558	5.298917024
559	5.293647362
560	5.287794297
561	5.284446464
562	5.282193057
563	5.275042082
564	5.271473718
565	5.265341714
566	5.258605071
567	5.253971239
568	5.251264333
569	5.247218624
570	5.243196412
571	5.236015066
572	5.230396887
573	5.225437859
574	5.221241003
575	5.215865965
576	5.211213974
577	5.206502121
578	5.200068241
579	5.195298345
580	5.191938949
581	5.186144255
582	5.18159516
583	5.175456869
584	5.171123648
585	5.167224147
586	5.160162868
587	5.156705377
588	5.149246079
589	5.145706006
590	5.145478744
591	5.142360583
592	5.138537663
593	5.133571105
594	5.129771614
595	5.126414676
596	5.123154087
597	5.116970588
598	5.112335244
599	5.106799985
600	5.10283186
601	5.099512124
602	5.094308672
603	5.085990947
604	5.078200707
605	5.074159312
606	5.071600679
607	5.066777338
608	5.061990323
609	5.058446847
610	5.054248256
611	5.049593541
612	5.046757535
613	5.041638194
614	5.038434151
615	5.034643129
616	5.027844322
617	5.023160775
618	5.019207976
619	5.016335716
620	5.010311316
621	5.006800693
622	5.002953175
623	4.996763558
624	4.993468761
625	4.990653365
626	4.987755796
627	4.984217671
628	4.98122941
629	4.977847192
630	4.974528695
631	4.971733069
632	4.966892854
633	4.963170637
634	4.957495554
635	4.951462558
636	4.948088868
637	4.943105362
638	4.936282541
639	4.932811148
640	4.929286529
641	4.926759971
642	4.921096241
643	4.918234565
644	4.91241851
645	4.909885278
646	4.908499966
647	4.905622688
648	4.900396921
649	4.894856595
650	4.890191429
651	4.883783481
652	4.880794322
653	4.877375455
654	4.8742344
655	4.867290404
656	4.864469326
657	4.860698491
658	4.857968711
659	4.855773811
660	4.852451588
661	4.850602643
662	4.844653022
663	4.842270875
664	4.839255371
665	4.833663846
666	4.833094983
667	4.830549494
668	4.826696512
669	4.821953871
670	4.819195661
671	4.816088644
672	4.812801395
673	4.812531152
674	4.80803054
675	4.804281069
676	4.803768837
677	4.800441461
678	4.795544533
679	4.79119555
680	4.786789539
681	4.781447509
682	4.778084974
683	4.775755613
684	4.772501301
685	4.767532822
686	4.764060009
687	4.762014518
688	4.75861791
689	4.75279881
690	4.748599187
691	4.743865124
692	4.740734072
693	4.734900647
694	4.728881983
695	4.725024295
696	4.721431259
697	4.71864933
698	4.712629481
699	4.707309045
700	4.701935262
701	4.698862054
702	4.694303928
703	4.693137364
704	4.687763139
705	4.682439735
706	4.677975481
707	4.674316279
708	4.669784819
709	4.6676063
710	4.664696604
711	4.662461866
712	4.659596451
713	4.656638316
714	4.652264668
715	4.649101657
716	4.644744255
717	4.642669671
718	4.636578587
719	4.63255359
720	4.626629916
721	4.623444231
722	4.620413764
723	4.613506858
724	4.610568992
725	4.608721687
726	4.604364976
727	4.598906702
728	4.594241339
729	4.592373411
730	4.589778507
731	4.584594301
732	4.583341032
733	4.580128238
734	4.573970174
735	4.569552015
736	4.567192122
737	4.564446431
738	4.559242184
739	4.556484096
740	4.554682751
741	4.55272721
742	4.549763582
743	4.544937192
744	4.541788175
745	4.537685645
746	4.531871275
747	4.528409132
748	4.522962791
749	4.517323048
750	4.514383773
751	4.510504415
752	4.506022525
753	4.503692749
754	4.500358637
755	4.495723833
756	4.492196743
757	4.488647387
758	4.486722956
759	4.480497858
760	4.476485769
761	4.471176982
762	4.468840204
763	4.464055315
764	4.460146237
765	4.457654813
766	4.45304209
767	4.449984669
768	4.445432503
769	4.442395764
770	4.440780541
771	4.436317424
772	4.431060558
773	4.424710095
774	4.421790813
775	4.417454174
776	4.412353087
777	4.409046445
778	4.40468765
779	4.401871857
780	4.396042281
781	4.394070883
782	4.388825019
783	4.383870344
784	4.378163583
785	4.375511188
786	4.373873036
787	4.37096009
788	4.365856818
789	4.360815843
790	4.357034012
791	4.354261558
792	4.34973026
793	4.345875999
794	4.342240965
795	4.339615201
796	4.337213502
797	4.335161092
798	4.330900575
799	4.326253441
800	4.322523447
801	4.319565157
802	4.31583505
803	4.310121984
804	4.307803791
805	4.306393794
806	4.303005341
807	4.300450343
808	4.293880873
809	4.292249649
810	4.28962991
811	4.286579551
812	4.283219494
813	4.279958134
814	4.277801171
815	4.274251036
816	4.268885398
817	4.265480435
818	4.262022567
819	4.257204066
820	4.253274596
821	4.25099666
822	4.245846554
823	4.242487428
824	4.239473837
825	4.233082155
826	4.228595862
827	4.226119378
828	4.221483001
829	4.216459491
830	4.214658443
831	4.211279135
832	4.207100844
833	4.202846102
834	4.200417208
835	4.196933241
836	4.19273198
837	4.189369271
838	4.184417829
839	4.181709175
840	4.176560512
841	4.172981011
842	4.169753292
843	4.167315207
844	4.163523274
845	4.160380748
846	4.157039118
847	4.154666951
848	4.151407371
849	4.149043118
850	4.145256745
851	4.141554953
852	4.139663746
853	4.136597371
854	4.132747483
855	4.128986851
856	4.125126113
857	4.121350154
858	4.11694077
859	4.112471745
860	4.109521166
861	4.108519901
862	4.104318017
863	4.102043588
864	4.099508683
865	4.096581394
866	4.09459148
867	4.092542098
868	4.091032125
869	4.08825672
870	4.085712095
871	4.082650606
872	4.079620253
873	4.076217936
874	4.071730454
875	4.069275916
876	4.066385214
877	4.065599777
878	4.060106382
879	4.057821188
880	4.052443183
881	4.048624575
882	4.045786957
883	4.041109756
884	4.039521109
885	4.037072495
886	4.035062588
887	4.033019042
888	4.032159374
889	4.026698545
890	4.024940511
891	4.019887268
892	4.015019487
893	4.012965613
894	4.010838363
895	4.007438149
896	4.005035204
897	4.003052434
898	4.001133978
899	3.996475662
900	3.994361866
901	3.99194114
902	3.991165706
903	3.988088458
904	3.984758615
905	3.983064967
906	3.980898274
907	3.976783967
908	3.975339245
909	3.973186466
910	3.970184352
911	3.968191298
912	3.963763476
913	3.960974206
914	3.959571053
915	3.957866037
916	3.956038306
917	3.954817936
918	3.952517667
919	3.950069999
920	3.949125941
921	3.946693689
922	3.944163722
923	3.93968088
924	3.93606874
925	3.932800719
926	3.929801544
927	3.927268102
928	3.926319469
929	3.92275829
930	3.920308903
931	3.917416279
932	3.914289453
933	3.912407186
934	3.910003156
935	3.907218134
936	3.900805003
937	3.898127809
938	3.894342816
939	3.89056484
940	3.886451111
941	3.881747949
942	3.879077036
943	3.874643395
944	3.869974613
945	3.867088094
946	3.863449347
947	3.859602137
948	3.85529319
949	3.852786969
950	3.85207865
951	3.848350646
952	3.845220355
953	3.841814737
954	3.839292776
955	3.835646355
956	3.832139816
957	3.829059607
958	3.826330055
959	3.823873494
960	3.821814
961	3.819130222
962	3.816380028
963	3.814093699
964	3.810177959
965	3.806353354
966	3.802832024
967	3.799733806
968	3.797900013
969	3.795988291
970	3.790820806
971	3.787730337
972	3.784432753
973	3.781760832
974	3.780242819
975	3.77475859
976	3.7732688
977	3.771347205
978	3.770356934
979	3.766358578
980	3.763222667
981	3.760513524
982	3.758433603
983	3.754848969
984	3.752116287
985	3.749507243
986	3.746758642
987	3.744024563
988	3.742514346
989	3.738806122
990	3.735907828
991	3.732907836
992	3.730665661
993	3.729504773
994	3.727747736
995	3.725067985
996	3.723306663
997	3.722038444
998	3.721560877
999	3.717967943
1000	3.716884538
1001	3.713195808
1002	3.709920261
1003	3.707650623
1004	3.706873623
1005	3.705780732
1006	3.703394135
1007	3.700497468
1008	3.698300385
1009	3.694667627
1010	3.69358342
1011	3.691930022
1012	3.687455172
1013	3.684198518
1014	3.683270957
1015	3.68183663
1016	3.676213536
1017	3.673895505
1018	3.671163098
1019	3.667617421
1020	3.665799302
1021	3.661597071
1022	3.658294173
1023	3.655633601
1024	3.652358372
1025	3.648651245
1026	3.647097597
1027	3.643146556
1028	3.638753909
1029	3.633997384
1030	3.631829797
1031	3.627780701
1032	3.6266253
1033	3.625333731
1034	3.621815634
1035	3.618868083
1036	3.616783306
1037	3.612905574
1038	3.612212874
1039	3.609381434
1040	3.60677298
1041	3.604695857
1042	3.601681341
1043	3.598545972
1044	3.59488169
1045	3.59223378
1046	3.58978271
1047	3.586682163
1048	3.586006391
1049	3.58435169
1050	3.583980405
1051	3.581773483
1052	3.576601396
1053	3.573264476
1054	3.57288641
1055	3.570583561
1056	3.568408332
1057	3.566114201
1058	3.564133496
1059	3.563804832
1060	3.560661537
1061	3.557506839
1062	3.557310319
1063	3.555345567
1064	3.551745777
1065	3.548329552
1066	3.54643379
1067	3.54291558
1068	3.541202951
1069	3.537495484
1070	3.53491267
1071	3.532873491
1072	3.532147304
1073	3.53172328
1074	3.529789543
1075	3.525640538
1076	3.522915028
1077	3.517974297
1078	3.51530401
1079	3.512363761
1080	3.510801084
1081	3.506689757
1082	3.505895902
1083	3.501890485
1084	3.499762185
1085	3.496039019
1086	3.495742957
1087	3.49378254
1088	3.489215534
1089	3.48556422
1090	3.482334444
1091	3.478316974
1092	3.475284904
1093	3.473278143
1094	3.471357459
1095	3.467456393
1096	3.464890774
1097	3.460933315
1098	3.458410417
1099	3.454966305
1100	3.450232765
1101	3.447457712
1102	3.443445508
1103	3.441290019
1104	3.441076692
1105	3.438259645
1106	3.435354553
1107	3.431487482
1108	3.430076089
1109	3.426013096
1110	3.424758135
1111	3.42139595
1112	3.419191772
1113	3.41628439
1114	3.414858827
1115	3.411417503
1116	3.409872647
1117	3.406606717
1118	3.404825893
1119	3.401883936
1120	3.399195292
1121	3.395573895
1122	3.394127175
1123	3.391482893
1124	3.388813562
1125	3.387446901
1126	3.385497109
1127	3.381991902
1128	3.380353184
1129	3.376244028
1130	3.375010286
1131	3.373018922
1132	3.372314334
1133	3.368997039
1134	3.368843892
1135	3.366379459
1136	3.364540567
1137	3.363592845
1138	3.359473954
1139	3.357136445
1140	3.355649661
1141	3.35337364
1142	3.35272981
1143	3.349919301
1144	3.346867879
1145	3.344805853
1146	3.341691112
1147	3.339255774
1148	3.338202203
1149	3.336608461
1150	3.335066319
1151	3.332999876
1152	3.330616957
1153	3.329165909
1154	3.327143474
1155	3.323692799
1156	3.323428524
1157	3.321587161
1158	3.319954687
1159	3.319576263
1160	3.317194835
1161	3.313603499
1162	3.311975062
1163	3.309457859
1164	3.30534987
1165	3.304667924
1166	3.302934193
1167	3.299997011
1168	3.297831848
1169	3.294489235
1170	3.292727761
1171	3.288389299
1172	3.286226736
1173	3.283655697
1174	3.280837099
1175	3.277919683
1176	3.274710207
1177	3.27301119
1178	3.271879709
1179	3.267385641
1180	3.266976255
1181	3.263574128
1182	3.259717588
1183	3.257624161
1184	3.256286777
1185	3.252964481
1186	3.250813363
1187	3.246896997
1188	3.246043066
1189	3.243666662
1190	3.241582705
1191	3.238086371
1192	3.235472043
1193	3.231782942
1194	3.228237273
1195	3.224819671
1196	3.222424718
1197	3.21807764
1198	3.213404707
1199	3.212180409
1200	3.209893768
1201	3.209300853
1202	3.20788442
1203	3.205866941
1204	3.201735407
1205	3.199151709
1206	3.196196386
1207	3.192820785
1208	3.191154966
1209	3.18841459
1210	3.185124317
1211	3.182689724
1212	3.180909045
1213	3.180596888
1214	3.17705945
1215	3.174365036
1216	3.172191206
1217	3.169570887
1218	3.167727147
1219	3.166197832
1220	3.162117985
1221	3.160409413
1222	3.156984382
1223	3.154561934
1224	3.152804052
1225	3.150697592
1226	3.148570793
1227	3.145490917
1228	3.143907508
1229	3.141586267
1230	3.140296424
1231	3.139326871
1232	3.137139216
1233	3.134874039
1234	3.133053234
1235	3.130735396
1236	3.127543699
1237	3.124390978
1238	3.121499785
1239	3.119158454
1240	3.116418853
1241	3.113777685
1242	3.111603039
1243	3.108685356
1244	3.106649101
1245	3.104762841
1246	3.1014343
1247	3.100340474
1248	3.097246126
1249	3.094615996
1250	3.092047052
1251	3.089455589
1252	3.08564495
1253	3.083920886
1254	3.080518862
1255	3.079177547
1256	3.076306616
1257	3.075510522
1258	3.073923469
1259	3.071759541
1260	3.07040599
1261	3.067580595
1262	3.065206787
1263	3.063805357
1264	3.061763429
1265	3.059568802
1266	3.056827473
1267	3.0534456
1268	3.050368042
1269	3.049505728
1270	3.047317339
1271	3.046228324
1272	3.044072599
1273	3.04122316
1274	3.038724475
1275	3.036629067
1276	3.035004125
1277	3.032956102
1278	3.029930494
1279	3.02811835
1280	3.024802864
1281	3.022461548
1282	3.020631137
1283	3.019443638
1284	3.018570655
1285	3.017923902
1286	3.01593986
1287	3.013864696
1288	3.0129407
1289	3.011791642
1290	3.010191754
1291	3.008975181
1292	3.007050068
1293	3.004952171
1294	3.002193832
1295	3.000723927
1296	2.999411799
1297	2.999259113
1298	2.997313338
1299	2.995947816
1300	2.995538594
1301	2.993485851
1302	2.990509426
1303	2.9879461
1304	2.986418467
1305	2.985192594
1306	2.984326238
1307	2.981820277
1308	2.978852347
1309	2.977152101
1310	2.976158781
1311	2.975122746
1312	2.972881845
1313	2.970987914
1314	2.968246293
1315	2.966976147
1316	2.965179905
1317	2.9624821
1318	2.959867197
1319	2.957846567
1320	2.957245254
1321	2.954535371
1322	2.951851367
1323	2.949239328
1324	2.946893689
1325	2.944654948
1326	2.94336246
1327	2.940011511
1328	2.939843788
1329	2.938305007
1330	2.935411431
1331	2.934094398
1332	2.930570941
1333	2.928668571
1334	2.925458092
1335	2.923008516
1336	2.921195343
1337	2.918870725
1338	2.915396515
1339	2.912807742
1340	2.911838865
1341	2.910473049
1342	2.907288609
1343	2.906104229
1344	2.903679658
1345	2.900080919
1346	2.898249487
1347	2.895472413
1348	2.893742138
1349	2.892015028
1350	2.890095046
1351	2.887825748
1352	2.884377369
1353	2.882323876
1354	2.881284168
1355	2.879238899
1356	2.877140328
1357	2.875174433
1358	2.874375016
1359	2.872672357
1360	2.870133814
1361	2.868030305
1362	2.865289603
1363	2.863553801
1364	2.86207093
1365	2.85964369
1366	2.858148182
1367	2.854357877
1368	2.852597845
1369	2.850263231
1370	2.847305226
1371	2.844894815
1372	2.843105399
1373	2.840736201
1374	2.840083463
1375	2.838258758
1376	2.836609568
1377	2.834076011
1378	2.831859455
1379	2.830971927
1380	2.827668936
1381	2.825744361
1382	2.825057537
1383	2.823129328
1384	2.82114338
1385	2.820062215
1386	2.816989214
1387	2.816118155
1388	2.814986304
1389	2.812835443
1390	2.811042089
1391	2.809035592
1392	2.808815019
1393	2.807167065
1394	2.804493223
1395	2.803100782
1396	2.801670746
1397	2.799631617
1398	2.798310127
1399	2.796989465
1400	2.794302269
1401	2.792757084
1402	2.790865796
1403	2.789346731
1404	2.788101214
1405	2.786367116
1406	2.783890008
1407	2.782868634
1408	2.780840733
1409	2.778843384
1410	2.776315222
1411	2.775031478
1412	2.773712256
1413	2.769661077
1414	2.769148995
1415	2.768258599
1416	2.76595489
1417	2.763623178
1418	2.761611124
1419	2.75932698
1420	2.757662268
1421	2.755216689
1422	2.752623381
1423	2.749623515
1424	2.748245967
1425	2.747092585
1426	2.746988097
1427	2.745624669
1428	2.743776304
1429	2.740686169
1430	2.738810624
1431	2.736071908
1432	2.734466885
1433	2.734386002
1434	2.733617502
1435	2.731746045
1436	2.730165706
1437	2.729327624
1438	2.727252454
1439	2.725908524
1440	2.724893867
1441	2.724029159
1442	2.722497715
1443	2.721710184
1444	2.720504853
1445	2.719697131
1446	2.717869366
1447	2.717725979
1448	2.714679196
1449	2.714584549
1450	2.713516707
1451	2.712953564
1452	2.711105136
1453	2.707664578
1454	2.705781723
1455	2.703578728
1456	2.702621374
1457	2.70050938
1458	2.698224804
1459	2.69640017
1460	2.694315673
1461	2.692812326
1462	2.69089227
1463	2.689634456
1464	2.686875492
1465	2.684623662
1466	2.684133214
1467	2.682594631
1468	2.680434514
1469	2.677898636
1470	2.676215798
1471	2.673063069
1472	2.672401592
1473	2.669839253
1474	2.668534085
1475	2.667304488
1476	2.665462766
1477	2.66384359
1478	2.661590878
1479	2.659779454
1480	2.65747942
1481	2.655126426
1482	2.652659078
1483	2.651638457
1484	2.649945636
1485	2.648078382
1486	2.64600291
1487	2.643525984
1488	2.642206514
1489	2.640690264
1490	2.638476436
1491	2.637415283
1492	2.635631339
1493	2.633550631
1494	2.631880575
1495	2.630117194
1496	2.628781305
1497	2.627511297
1498	2.625699198
1499	2.623979815
1500	2.620768392
1501	2.620642216
1502	2.619646305
1503	2.617102667
1504	2.61584665
1505	2.613952099
1506	2.611851688
1507	2.609583089
1508	2.607932986
1509	2.605945579
1510	2.604393928
1511	2.602621258
1512	2.602022421
1513	2.600467435
1514	2.597172829
1515	2.59529222
1516	2.593682435
1517	2.591866907
1518	2.590172394
1519	2.587962907
1520	2.586373933
1521	2.584133634
1522	2.582347765
1523	2.579115161
1524	2.577755472
1525	2.57651968
1526	2.574939628
1527	2.573965362
1528	2.571814164
1529	2.570269884
1530	2.567796209
1531	2.566677534
1532	2.564547671
1533	2.562399756
1534	2.560284505
1535	2.558634573
1536	2.556791664
1537	2.555001715
1538	2.553582866
1539	2.55201294
1540	2.5507849
1541	2.548939525
1542	2.546892259
1543	2.545048998
1544	2.544585846
1545	2.543020702
1546	2.541846377
1547	2.539367653
1548	2.53780343
1549	2.53661089
1550	2.53442876
1551	2.53273188
1552	2.530822121
1553	2.528740552
1554	2.52817661
1555	2.526457494
1556	2.525170496
1557	2.524277196
1558	2.521919225
1559	2.521817452
1560	2.521385043
1561	2.521177416
1562	2.518386861
1563	2.516642364
1564	2.514044144
1565	2.512172938
1566	2.510489983
1567	2.509462499
1568	2.506980444
1569	2.504631593
1570	2.503980414
1571	2.503343854
1572	2.501671495
1573	2.49996365
1574	2.49862878
1575	2.495919903
1576	2.495840871
1577	2.494553645
1578	2.49235492
1579	2.490155642
1580	2.488536716
1581	2.487236362
1582	2.484815341
1583	2.482905943
1584	2.480376203
1585	2.478339223
1586	2.47691681
1587	2.475212145
1588	2.472814664
1589	2.472158725
1590	2.470589787
1591	2.467385457
1592	2.466661318
1593	2.465631828
1594	2.463433883
1595	2.461634824
1596	2.461491517
1597	2.459671093
1598	2.458679053
1599	2.457402599
1600	2.455689798
1601	2.453373611
1602	2.451179842
1603	2.448342477
1604	2.447749465
1605	2.446646463
1606	2.44477909
1607	2.441905549
1608	2.440235035
1609	2.438040431
1610	2.435767971
1611	2.433760386
1612	2.432336502
1613	2.431000255
1614	2.429435109
1615	2.4280335
1616	2.426469295
1617	2.425395751
1618	2.424785128
1619	2.422678599
1620	2.420699337
1621	2.419888627
1622	2.419386317
1623	2.418197321
1624	2.416852839
1625	2.415975501
1626	2.413822421
1627	2.411746159
1628	2.410288615
1629	2.408347923
1630	2.407320041
1631	2.406327349
1632	2.404771688
1633	2.402662945
1634	2.401203244
1635	2.399673993
1636	2.397831685
1637	2.396417971
1638	2.39492098
1639	2.392389911
1640	2.390265104
1641	2.388527819
1642	2.387135691
1643	2.384724946
1644	2.382953644
1645	2.380751881
1646	2.378791312
1647	2.37583879
1648	2.373582687
1649	2.372794119
1650	2.371409695
1651	2.368939032
1652	2.367114027
1653	2.365999364
1654	2.363340287
1655	2.360988721
1656	2.358682761
1657	2.355747858
1658	2.353580806
1659	2.353451675
1660	2.351020635
1661	2.350322168
1662	2.348748384
1663	2.34772651
