iter	RMSE
1664	2.345824374
1665	2.34461241
1666	2.344152679
1667	2.342280938
1668	2.339263841
1669	2.336702329
1670	2.33629741
1671	2.333854745
1672	2.332140713
1673	2.330541873
1674	2.328776784
1675	2.326585101
1676	2.32408279
1677	2.321996546
1678	2.32047954
1679	2.319452278
1680	2.317191504
1681	2.317131221
1682	2.316054194
1683	2.314974405
1684	2.313349569
1685	2.311369635
1686	2.309647314
1687	2.308437634
1688	2.307132316
1689	2.305114383
1690	2.303972186
1691	2.302210663
1692	2.301433201
1693	2.299359143
1694	2.2981213
1695	2.296698951
1696	2.294585521
1697	2.293103868
1698	2.292048883
1699	2.290592887
1700	2.288688187
1701	2.287526279
1702	2.2853351
1703	2.283436279
1704	2.281831304
1705	2.280677524
1706	2.278755616
1707	2.277082851
1708	2.275500114
1709	2.273685066
1710	2.271956694
1711	2.271308254
1712	2.26903887
1713	2.267038414
1714	2.266092758
1715	2.265009583
1716	2.262840141
1717	2.260913341
1718	2.259206535
1719	2.256978247
1720	2.255994308
1721	2.253952211
1722	2.251652172
1723	2.249313203
1724	2.247724139
1725	2.245261708
1726	2.243589268
1727	2.243311077
1728	2.241820249
1729	2.241145322
1730	2.239791569
1731	2.239361201
1732	2.236740646
1733	2.234314212
1734	2.23236847
1735	2.231511736
1736	2.229800839
1737	2.228724283
1738	2.226241806
1739	2.223710432
1740	2.220976531
1741	2.219560006
1742	2.218367993
1743	2.216560393
1744	2.215276936
1745	2.213593376
1746	2.21282415
1747	2.210799162
1748	2.20909819
1749	2.206435447
1750	2.204752586
1751	2.202507264
1752	2.201744311
1753	2.200412402
1754	2.200314105
1755	2.199555492
1756	2.197395111
1757	2.196331304
1758	2.195848256
1759	2.195155324
1760	2.194183872
1761	2.192619888
1762	2.190165642
1763	2.189408735
1764	2.187695555
1765	2.187625102
1766	2.185867102
1767	2.185076581
1768	2.183927595
1769	2.182841162
1770	2.180681997
1771	2.179353171
1772	2.177166641
1773	2.175068878
1774	2.175005927
1775	2.173627035
1776	2.172492718
1777	2.172050745
1778	2.169846651
1779	2.168204954
1780	2.165714688
1781	2.164066167
1782	2.162306866
1783	2.160904014
1784	2.160186905
1785	2.158597857
1786	2.156075282
1787	2.155125474
1788	2.155060736
1789	2.15444776
1790	2.151408858
1791	2.150066624
1792	2.14820536
1793	2.146792845
1794	2.14461605
1795	2.142375462
1796	2.140828594
1797	2.140381867
1798	2.139469387
1799	2.137495782
1800	2.136552095
1801	2.135926684
1802	2.133247774
1803	2.131235743
1804	2.130564582
1805	2.128842973
1806	2.127648756
1807	2.126324023
1808	2.125548425
1809	2.124774391
1810	2.123699323
1811	2.121617061
1812	2.121385445
1813	2.119992565
1814	2.119570463
1815	2.118446161
1816	2.116406813
1817	2.114825713
1818	2.113143348
1819	2.111143825
1820	2.110402095
1821	2.109487499
1822	2.107888773
1823	2.106617441
1824	2.10514323
1825	2.10357914
1826	2.102697431
1827	2.102622975
1828	2.100541268
1829	2.099011238
1830	2.097375936
1831	2.096642779
1832	2.095236393
1833	2.095089625
1834	2.093358079
1835	2.091799769
1836	2.091401125
1837	2.09128829
1838	2.090229494
1839	2.087884204
1840	2.086395618
1841	2.085311663
1842	2.084135239
1843	2.084052455
1844	2.08254877
1845	2.08146873
1846	2.079552634
1847	2.077594065
1848	2.075793292
1849	2.07401295
1850	2.071941889
1851	2.070427155
1852	2.069225152
1853	2.067484448
1854	2.066628725
1855	2.064584855
1856	2.063595056
1857	2.06150634
1858	2.06069297
1859	2.05951861
1860	2.05872915
1861	2.057274176
1862	2.056624028
1863	2.054461939
1864	2.054424321
1865	2.052852933
1866	2.051984633
1867	2.050792132
1868	2.049344187
1869	2.047819543
1870	2.046096603
1871	2.044508933
1872	2.043502094
1873	2.041600291
1874	2.039883892
1875	2.03856796
1876	2.037534742
1877	2.035859701
1878	2.033934217
1879	2.032957106
1880	2.031196485
1881	2.030344053
1882	2.028934675
1883	2.027458282
1884	2.026157985
1885	2.024657035
1886	2.023616755
1887	2.022940993
1888	2.0221413
1889	2.021399339
1890	2.019568999
1891	2.017733338
1892	2.017323779
1893	2.016508708
1894	2.014219379
1895	2.013004505
1896	2.011771365
1897	2.010439666
1898	2.008789472
1899	2.008763029
1900	2.007399405
1901	2.006082758
1902	2.004691257
1903	2.003242667
1904	2.001667741
1905	2.000724603
1906	1.999686536
1907	1.998417401
1908	1.997631593
1909	1.996643053
1910	1.995326106
1911	1.994221743
1912	1.992260399
1913	1.991681221
1914	1.989492574
1915	1.988438095
1916	1.986531841
1917	1.985576632
1918	1.983903428
1919	1.982620509
1920	1.981914015
1921	1.980609367
1922	1.979142619
1923	1.977505326
1924	1.976559607
1925	1.97542182
1926	1.974570918
1927	1.972424822
1928	1.971739689
1929	1.970915712
1930	1.970236128
1931	1.968740921
1932	1.9681046
1933	1.966423845
1934	1.965106001
1935	1.963553628
1936	1.962869682
1937	1.962434955
1938	1.960961191
1939	1.959720144
1940	1.95858788
1941	1.957146791
1942	1.955723087
1943	1.954854416
1944	1.953142329
1945	1.952058784
1946	1.950903088
1947	1.950166998
1948	1.94857783
1949	1.946766522
1950	1.944679003
1951	1.943244705
1952	1.941714158
1953	1.94034177
1954	1.939650551
1955	1.93851903
1956	1.93765388
1957	1.935870524
1958	1.934900617
1959	1.933084354
1960	1.931912739
1961	1.93021556
1962	1.929295241
1963	1.927926228
1964	1.926143941
1965	1.924901727
1966	1.923836347
1967	1.922421907
1968	1.921173499
1969	1.920018034
1970	1.919249079
1971	1.918156325
1972	1.91813452
1973	1.916954156
1974	1.916899557
1975	1.915599834
1976	1.915209074
1977	1.913953991
1978	1.912707251
1979	1.911181693
1980	1.909597755
1981	1.908077691
1982	1.907888916
1983	1.905833248
1984	1.904610257
1985	1.903937123
1986	1.902717237
1987	1.901751004
1988	1.901255241
1989	1.899851648
1990	1.897742296
1991	1.897002643
1992	1.896359442
1993	1.895752431
1994	1.894333001
1995	1.89321838
1996	1.891845366
1997	1.890321745
1998	1.889052382
1999	1.887543254
